订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
196951254502298274,冷淡风连衣裙女2018新款宽松慵懒风pp home裙子夏港味复古长裙,219,1,AW1405_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1405_2
196951254502298274,2018夏新款法式复古黑色连衣裙女宽松极简主义慵懒风chic长裙子,285,1,AW1309_2,颜色分类：黑色;尺码：M,null,null,卖家已发货，等待买家确认,AW1309_2
196743382362670182,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1344_1
196743382362670182,2018新款鱼尾连衣裙女夏宽松中长款慵懒风裙子 i miss裙超仙甜美,248,1,AW1446_1,颜色分类：桔色;尺码：S,null,null,交易成功,AW1446_1
199785512795711326,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
196775667135143870,冬季新款米白色呢子大衣女韩版中长款chic过膝羊羔毛毛呢外套韩国,702,1,AW961_1,颜色分类：米白色;尺码：S,null,null,卖家已发货，等待买家确认,AW961_1
199965022206906712,复古印花连衣裙女夏2018新款宽松中长款 i miss裙收腰遮肚子裙子,258,1,AW1435_1,颜色分类：印花蓝;尺码：S,null,null,卖家已发货，等待买家确认,AW1435_1
199965022206906712,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
199965022206906712,复古连衣裙夏装宽松2018新款中长款慵懒风裙子温柔i miss裙超仙女,246,1,AW1338_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1338_2
196497374091725064,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,null,卖家已发货，等待买家确认,AW1448_2
174982529956117641,性感连衣裙女夏2018新款宽松长裙露背裙子心机裙子设计感温柔裙,239,1,AW1403_2,颜色分类：蓝白格;尺码：M,null,null,卖家已发货，等待买家确认,AW1403_2
199902863583939011,睡衣风家居服2018新款夏印花开衫短裤女套装宽松韩版春秋季两件套,285,1,AW1422_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1422_1
199902863583939011,港味复古连衣裙女2018新款收腰长裙慵懒风pp home裙子夏极简主义,218,1,AW1399_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1399_1
196286954410906584,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,交易关闭,AW1394_2
196286954410906584,条纹吊带裙女夏荷叶边裙子2018新款宽松长裙慵懒风chic连衣裙,288,1,AW1395_2,颜色分类：红白条;尺码：M,null,null,卖家已发货，等待买家确认,AW1395_2
196286954410906584,撞色拼接格纹连衣裙2018夏装新款宽松系带收腰长裙港味chic裙子,245,1,AW1376_2,颜色分类：黑白格;尺码：M,null,null,交易关闭,AW1376_2
196286954410906584,波点宽松连衣裙女夏2018新款中长款T恤裙慵懒风裙子极简主义长裙,238,1,AW1437_2,颜色分类：波点;尺码：M,null,null,交易关闭,AW1437_2
195726701187436472,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_1,颜色分类：蓝波点[波点位置随机];尺码：S,null,null,卖家已发货，等待买家确认,AW1448_1
199158118164622434,条纹连衣裙女夏2018新款宽松中长款鱼尾裙慵懒风裙子极简主义长裙,288,1,AW1444_2,颜色分类：蓝白;尺码：M,null,null,卖家已发货，等待买家确认,AW1444_2
199158118164622434,慵懒风连衣裙女蕾丝网纱夏2018新款露肩小心机裙子设计感pp home,268,1,AW1397_2,颜色分类：黑白色;尺码：M,null,null,交易成功,AW1397_2
198473013297587629,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1458_2
198473013297587629,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_1,颜色分类：蓝波点[波点位置随机];尺码：S,null,null,卖家已发货，等待买家确认,AW1448_1
198402901798929304,白色连衣裙女夏2018新款宽松中长款长裙慵懒风chic裙子极简主义,268,1,AW1330_2,颜色分类：白色;尺码：M,null,null,交易成功,AW1330_2
198402901798929304,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1394_2
194781476656938872,冷淡风连衣裙女2018新款宽松慵懒风pp home裙子夏港味复古长裙,219,1,AW1405_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1405_1
194781476656938872,紫罗兰百褶连衣裙女夏装新款2018韩版宽松不规则裙长裙慵懒风chic,268,1,AW1348_1,颜色分类：紫色;尺码：S,null,null,交易成功,AW1348_1
194781476656938872,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_1,颜色分类：印花;尺码：S,null,null,交易关闭,AW1344_1
194781476656938872,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,交易关闭,AW1406_1
194781476656938872,港味复古连衣裙女2018新款收腰长裙慵懒风pp home裙子夏极简主义,218,1,AW1399_1,颜色分类：印花;尺码：S,null,null,交易关闭,AW1399_1
194781476656938872,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_1,颜色分类：蓝色;尺寸：S,null,null,交易关闭,AW1458_1
194781476656938872,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_1,颜色分类：蓝波点[波点位置随机];尺码：S,null,null,交易关闭,AW1448_1
194781476656938872,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_1,颜色分类：花色;尺码：S,null,null,交易成功,AW1394_1
174772923621304044,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
174772923621304044,冷淡风连衣裙女2018新款宽松慵懒风pp home裙子夏港味复古长裙,219,1,AW1405_1,颜色分类：黑白色;尺码：S,null,null,交易关闭,AW1405_1
174772923621304044,慵懒风连衣裙女蕾丝网纱夏2018新款露肩小心机裙子设计感pp home,268,1,AW1397_1,颜色分类：黑白色;尺码：S,null,null,交易关闭,AW1397_1
174772923621304044,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_1,颜色分类：桔色;尺码：S,null,null,交易关闭,AW1317_1
174772923621304044,2018夏新款宽松港味复古连衣裙女a字慵懒风pp home裙子韩版女装,298,1,AW1400_1,颜色分类：白色;尺码：S,null,null,交易关闭,AW1400_1
174680187723473740,蓝色刺绣短袖宽松棉麻连衣裙女夏季2018新款中长款慵懒风裙极简,288,1,AW1302_2,颜色分类：蓝色;尺码：M,null,null,交易成功,AW1302_2
174680187723473740,格纹连衣裙女夏2018新款荷叶边裙慵懒风裙子宽松极简主义长裙复古,258,1,AW1387_2,颜色分类：红蓝格;尺码：M,null,null,卖家已发货，等待买家确认,AW1387_2
194318079431647586,2018新款张韶涵明星同款民族风印花连体裤宽松女夏阔腿裤薄款短裤,248,1,AW1377_2,颜色分类：印花;尺寸：M,null,null,卖家已发货，等待买家确认,AW1377_2
194048045007945950,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1344_2
194048045007945950,2018新款鱼尾极简主义连衣裙女中长款慵懒风休闲a字温柔裙子夏季,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,交易成功,AW1390_2
197367994895684921,2018新款宽松蕾丝拼接条纹衬衫裙女夏慵懒风裙子极简主义 连衣裙,258,1,AW1388_1,颜色分类：黄白条;尺码：S,null,null,卖家已发货，等待买家确认,AW1388_1
197367994895684921,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_1,颜色分类：印花;尺码：S,null,null,卖家已发货，等待买家确认,AW1344_1
192667143144546095,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,null,卖家已发货，等待买家确认,AW1448_2
192667143144546095,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1458_2
192493933551204186,2018新款鱼尾极简主义连衣裙女中长款慵懒风休闲a字温柔裙子夏季,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1390_2
192258760142656264,红蓝条纹系带收腰拼接连衣裙女夏2018新款宽松冷淡风樱田川岛裙子,238,1,AW1368_2,颜色分类：红蓝条;尺码：M,null,null,卖家已发货，等待买家确认,AW1368_2
192258760142656264,2018夏季新款蕾丝印花雪纺冷淡风连衣裙女中长款宽松裙子文艺极简,312,1,AW1195_2,颜色分类：花色;尺码：M,null,null,交易成功,AW1195_2
191194564958670182,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1344_2
187562796856586596,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,交易关闭,AW1458_2
187562796856586596,格纹荷叶边衬衫女2018新款小清新娃娃衫宽松衬衣夏薄款防晒上衣,199,1,AW1380_1,颜色分类：黄蓝格;尺码：S,null,null,卖家已发货，等待买家确认,AW1380_1
